state,state_abbrev,dataset,year,internet_at_home_pct,standard_error,variable,universe
Minnesota,MN,Jul 2013,2013,83.4,1.42,internetAtHome,Household reference person
Minnesota,MN,Jul 2015,2015,79.77,1.58,internetAtHome,Household reference person
Minnesota,MN,Nov 2017,2017,82.74,1.6,internetAtHome,Household reference person
Minnesota,MN,Nov 2019,2019,86.78,1.51,internetAtHome,Household reference person
Minnesota,MN,Nov 2021,2021,83.96,1.74,internetAtHome,Household reference person
Minnesota,MN,Nov 2023,2023,86.58,1.3,internetAtHome,Household reference person
Mississippi,MS,Dec 1998,1998,13.62,1.46,internetAtHome,Household reference person
Mississippi,MS,Aug 2000,2000,26.89,1.94,internetAtHome,Household reference person
Mississippi,MS,Sep 2001,2001,36.8,2.03,internetAtHome,Household reference person
Mississippi,MS,Oct 2003,2003,39.55,2.14,internetAtHome,Household reference person
Mississippi,MS,Oct 2007,2007,45.9,2.23,internetAtHome,Household reference person
Mississippi,MS,Oct 2009,2009,51.8,2.23,internetAtHome,Household reference person
Mississippi,MS,Oct 2010,2010,57.66,2.24,internetAtHome,Household reference person
Mississippi,MS,Jul 2011,2011,56.32,2.62,internetAtHome,Household reference person
Mississippi,MS,Oct 2012,2012,58.37,2.41,internetAtHome,Household reference person
Mississippi,MS,Jul 2013,2013,68.01,2.03,internetAtHome,Household reference person
Mississippi,MS,Jul 2015,2015,63.11,2.28,internetAtHome,Household reference person
Mississippi,MS,Nov 2017,2017,73.49,1.74,internetAtHome,Household reference person
Mississippi,MS,Nov 2019,2019,75.53,1.8,internetAtHome,Household reference person
Mississippi,MS,Nov 2021,2021,78.16,2.35,internetAtHome,Household reference person
Mississippi,MS,Nov 2023,2023,82.95,1.37,internetAtHome,Household reference person
Missouri,MO,Dec 1998,1998,24.29,1.8,internetAtHome,Household reference person
Missouri,MO,Aug 2000,2000,42.62,2.07,internetAtHome,Household reference person
Missouri,MO,Sep 2001,2001,49.85,1.69,internetAtHome,Household reference person
Missouri,MO,Oct 2003,2003,52.99,1.72,internetAtHome,Household reference person
Missouri,MO,Oct 2007,2007,56.21,1.64,internetAtHome,Household reference person
Missouri,MO,Oct 2009,2009,63.67,1.57,internetAtHome,Household reference person
Missouri,MO,Oct 2010,2010,67.82,1.54,internetAtHome,Household reference person
Missouri,MO,Jul 2011,2011,66.04,1.76,internetAtHome,Household reference person
Missouri,MO,Oct 2012,2012,70.46,1.43,internetAtHome,Household reference person
Missouri,MO,Jul 2013,2013,71.87,1.76,internetAtHome,Household reference person
Missouri,MO,Jul 2015,2015,69.57,2.43,internetAtHome,Household reference person
Missouri,MO,Nov 2017,2017,77.41,1.79,internetAtHome,Household reference person
Missouri,MO,Nov 2019,2019,80.16,1.86,internetAtHome,Household reference person
Missouri,MO,Nov 2021,2021,83.17,1.61,internetAtHome,Household reference person
Missouri,MO,Nov 2023,2023,83.23,1.62,internetAtHome,Household reference person
Montana,MT,Dec 1998,1998,21.64,1.57,internetAtHome,Household reference person
Montana,MT,Aug 2000,2000,40.61,1.88,internetAtHome,Household reference person
Montana,MT,Sep 2001,2001,47.37,1.94,internetAtHome,Household reference person
Montana,MT,Oct 2003,2003,50.83,2.01,internetAtHome,Household reference person
Montana,MT,Oct 2007,2007,57.07,2.07,internetAtHome,Household reference person
Montana,MT,Oct 2009,2009,64.06,2.11,internetAtHome,Household reference person
Montana,MT,Oct 2010,2010,65.33,2.09,internetAtHome,Household reference person
Montana,MT,Jul 2011,2011,67.31,2.78,internetAtHome,Household reference person
Montana,MT,Oct 2012,2012,72.09,2.34,internetAtHome,Household reference person
Montana,MT,Jul 2013,2013,71.75,2.74,internetAtHome,Household reference person
Montana,MT,Jul 2015,2015,72.97,2.6,internetAtHome,Household reference person
Montana,MT,Nov 2017,2017,74.27,2.93,internetAtHome,Household reference person
Montana,MT,Nov 2019,2019,80.23,2.08,internetAtHome,Household reference person
Montana,MT,Nov 2021,2021,81.85,1.4,internetAtHome,Household reference person
Montana,MT,Nov 2023,2023,77.12,1.61,internetAtHome,Household reference person
Nebraska,NE,Dec 1998,1998,23.46,1.71,internetAtHome,Household reference person
Nebraska,NE,Aug 2000,2000,37.73,1.86,internetAtHome,Household reference person
Nebraska,NE,Sep 2001,2001,45.45,1.64,internetAtHome,Household reference person
Nebraska,NE,Oct 2003,2003,55.78,1.65,internetAtHome,Household reference person
Nebraska,NE,Oct 2007,2007,64.04,1.68,internetAtHome,Household reference person
Nebraska,NE,Oct 2009,2009,70.0,1.57,internetAtHome,Household reference person
Nebraska,NE,Oct 2010,2010,71.25,1.59,internetAtHome,Household reference person
Nebraska,NE,Jul 2011,2011,71.24,1.6,internetAtHome,Household reference person
Nebraska,NE,Oct 2012,2012,71.99,1.53,internetAtHome,Household reference person
Nebraska,NE,Jul 2013,2013,74.78,1.72,internetAtHome,Household reference person
Nebraska,NE,Jul 2015,2015,73.27,1.62,internetAtHome,Household reference person
Nebraska,NE,Nov 2017,2017,79.4,2.01,internetAtHome,Household reference person
Nebraska,NE,Nov 2019,2019,80.02,1.39,internetAtHome,Household reference person
Nebraska,NE,Nov 2021,2021,81.54,1.49,internetAtHome,Household reference person
Nebraska,NE,Nov 2023,2023,82.43,2.95,internetAtHome,Household reference person
Nevada,NV,Dec 1998,1998,26.76,1.79,internetAtHome,Household reference person
Nevada,NV,Aug 2000,2000,40.64,1.94,internetAtHome,Household reference person
Nevada,NV,Sep 2001,2001,52.55,1.59,internetAtHome,Household reference person
Nevada,NV,Oct 2003,2003,55.27,1.56,internetAtHome,Household reference person
Nevada,NV,Oct 2007,2007,65.43,1.67,internetAtHome,Household reference person
Nevada,NV,Oct 2009,2009,72.38,1.59,internetAtHome,Household reference person
Nevada,NV,Oct 2010,2010,76.58,1.55,internetAtHome,Household reference person
Nevada,NV,Jul 2011,2011,75.44,1.68,internetAtHome,Household reference person
Nevada,NV,Oct 2012,2012,79.53,1.55,internetAtHome,Household reference person
Nevada,NV,Jul 2013,2013,71.56,2.17,internetAtHome,Household reference person
Nevada,NV,Jul 2015,2015,78.77,2.1,internetAtHome,Household reference person
Nevada,NV,Nov 2017,2017,82.87,1.72,internetAtHome,Household reference person
Nevada,NV,Nov 2019,2019,80.4,1.76,internetAtHome,Household reference person
Nevada,NV,Nov 2021,2021,79.66,1.64,internetAtHome,Household reference person
Nevada,NV,Nov 2023,2023,80.02,1.7,internetAtHome,Household reference person
New Hampshire,NH,Dec 1998,1998,37.39,2.13,internetAtHome,Household reference person
New Hampshire,NH,Aug 2000,2000,55.67,2.29,internetAtHome,Household reference person
New Hampshire,NH,Sep 2001,2001,61.42,1.59,internetAtHome,Household reference person
New Hampshire,NH,Oct 2003,2003,65.49,1.55,internetAtHome,Household reference person
New Hampshire,NH,Oct 2007,2007,74.94,1.29,internetAtHome,Household reference person
New Hampshire,NH,Oct 2009,2009,78.74,1.21,internetAtHome,Household reference person
New Hampshire,NH,Oct 2010,2010,80.98,1.17,internetAtHome,Household reference person
New Hampshire,NH,Jul 2011,2011,82.21,1.24,internetAtHome,Household reference person
New Hampshire,NH,Oct 2012,2012,82.99,1.12,internetAtHome,Household reference person
New Hampshire,NH,Jul 2013,2013,82.43,1.48,internetAtHome,Household reference person
New Hampshire,NH,Jul 2015,2015,79.76,1.71,internetAtHome,Household reference person
New Hampshire,NH,Nov 2017,2017,86.07,1.37,internetAtHome,Household reference person
New Hampshire,NH,Nov 2019,2019,86.96,1.43,internetAtHome,Household reference person
New Hampshire,NH,Nov 2021,2021,85.71,1.54,internetAtHome,Household reference person
New Hampshire,NH,Nov 2023,2023,91.14,1.2,internetAtHome,Household reference person
New Jersey,NJ,Dec 1998,1998,31.35,1.24,internetAtHome,Household reference person
New Jersey,NJ,Aug 2000,2000,47.59,1.38,internetAtHome,Household reference person
New Jersey,NJ,Sep 2001,2001,57.13,1.33,internetAtHome,Household reference person
New Jersey,NJ,Oct 2003,2003,60.49,1.36,internetAtHome,Household reference person
New Jersey,NJ,Oct 2007,2007,68.44,1.45,internetAtHome,Household reference person
New Jersey,NJ,Oct 2009,2009,76.81,1.36,internetAtHome,Household reference person
New Jersey,NJ,Oct 2010,2010,74.76,1.36,internetAtHome,Household reference person
New Jersey,NJ,Jul 2011,2011,76.95,1.39,internetAtHome,Household reference person
New Jersey,NJ,Oct 2012,2012,79.64,1.23,internetAtHome,Household reference person
New Jersey,NJ,Jul 2013,2013,78.18,1.82,internetAtHome,Household reference person
New Jersey,NJ,Jul 2015,2015,77.97,1.42,internetAtHome,Household reference person
New Jersey,NJ,Nov 2017,2017,78.47,1.46,internetAtHome,Household reference person
New Jersey,NJ,Nov 2019,2019,80.31,1.64,internetAtHome,Household reference person
New Jersey,NJ,Nov 2021,2021,85.98,1.44,internetAtHome,Household reference person
New Jersey,NJ,Nov 2023,2023,85.88,1.4,internetAtHome,Household reference person
New Mexico,NM,Dec 1998,1998,25.78,1.72,internetAtHome,Household reference person
New Mexico,NM,Aug 2000,2000,35.67,1.88,internetAtHome,Household reference person
New Mexico,NM,Sep 2001,2001,42.99,2.02,internetAtHome,Household reference person
New Mexico,NM,Oct 2003,2003,44.86,2.06,internetAtHome,Household reference person
New Mexico,NM,Oct 2007,2007,55.03,2.19,internetAtHome,Household reference person
New Mexico,NM,Oct 2009,2009,61.71,2.28,internetAtHome,Household reference person
New Mexico,NM,Oct 2010,2010,62.6,2.3,internetAtHome,Household reference person
New Mexico,NM,Jul 2011,2011,60.31,2.9,internetAtHome,Household reference person
New Mexico,NM,Oct 2012,2012,71.61,2.81,internetAtHome,Household reference person
New Mexico,NM,Jul 2013,2013,64.17,3.73,internetAtHome,Household reference person
New Mexico,NM,Jul 2015,2015,66.86,2.23,internetAtHome,Household reference person
New Mexico,NM,Nov 2017,2017,75.74,2.46,internetAtHome,Household reference person
New Mexico,NM,Nov 2019,2019,79.42,1.15,internetAtHome,Household reference person
New Mexico,NM,Nov 2021,2021,80.05,2.39,internetAtHome,Household reference person
New Mexico,NM,Nov 2023,2023,86.01,1.47,internetAtHome,Household reference person
New York,NY,Dec 1998,1998,23.85,0.78,internetAtHome,Household reference person
New York,NY,Aug 2000,2000,39.78,0.9,internetAtHome,Household reference person
New York,NY,Sep 2001,2001,50.06,0.94,internetAtHome,Household reference person
New York,NY,Oct 2003,2003,53.37,0.97,internetAtHome,Household reference person
New York,NY,Oct 2007,2007,61.52,1.04,internetAtHome,Household reference person
New York,NY,Oct 2009,2009,70.64,0.95,internetAtHome,Household reference person
New York,NY,Oct 2010,2010,71.06,0.95,internetAtHome,Household reference person
New York,NY,Jul 2011,2011,72.93,1.08,internetAtHome,Household reference person
New York,NY,Oct 2012,2012,75.8,1.04,internetAtHome,Household reference person
New York,NY,Jul 2013,2013,74.46,1.05,internetAtHome,Household reference person
New York,NY,Jul 2015,2015,72.77,1.17,internetAtHome,Household reference person
New York,NY,Nov 2017,2017,75.19,1.02,internetAtHome,Household reference person
New York,NY,Nov 2019,2019,76.74,1.1,internetAtHome,Household reference person
New York,NY,Nov 2021,2021,78.9,0.99,internetAtHome,Household reference person
New York,NY,Nov 2023,2023,82.07,1.04,internetAtHome,Household reference person
North Carolina,NC,Dec 1998,1998,20.18,1.12,internetAtHome,Household reference person
North Carolina,NC,Aug 2000,2000,35.66,1.38,internetAtHome,Household reference person
North Carolina,NC,Sep 2001,2001,44.47,1.42,internetAtHome,Household reference person
North Carolina,NC,Oct 2003,2003,51.34,1.45,internetAtHome,Household reference person
North Carolina,NC,Oct 2007,2007,56.85,1.51,internetAtHome,Household reference person
North Carolina,NC,Oct 2009,2009,63.86,1.45,internetAtHome,Household reference person
North Carolina,NC,Oct 2010,2010,68.42,1.41,internetAtHome,Household reference person
North Carolina,NC,Jul 2011,2011,68.44,1.67,internetAtHome,Household reference person
North Carolina,NC,Oct 2012,2012,72.93,1.53,internetAtHome,Household reference person
North Carolina,NC,Jul 2013,2013,70.78,1.51,internetAtHome,Household reference person
North Carolina,NC,Jul 2015,2015,68.73,1.61,internetAtHome,Household reference person
North Carolina,NC,Nov 2017,2017,76.06,1.65,internetAtHome,Household reference person
North Carolina,NC,Nov 2019,2019,74.09,1.45,internetAtHome,Household reference person
North Carolina,NC,Nov 2021,2021,79.1,1.47,internetAtHome,Household reference person
North Carolina,NC,Nov 2023,2023,78.77,1.31,internetAtHome,Household reference person
North Dakota,ND,Dec 1998,1998,20.74,1.59,internetAtHome,Household reference person
North Dakota,ND,Aug 2000,2000,37.68,1.88,internetAtHome,Household reference person
North Dakota,ND,Sep 2001,2001,46.32,1.7,internetAtHome,Household reference person
North Dakota,ND,Oct 2003,2003,53.77,1.8,internetAtHome,Household reference person
North Dakota,ND,Oct 2007,2007,59.48,1.82,internetAtHome,Household reference person
North Dakota,ND,Oct 2009,2009,67.1,1.79,internetAtHome,Household reference person
North Dakota,ND,Oct 2010,2010,73.13,1.65,internetAtHome,Household reference person
North Dakota,ND,Jul 2011,2011,70.77,2.12,internetAtHome,Household reference person
North Dakota,ND,Oct 2012,2012,79.53,1.56,internetAtHome,Household reference person
North Dakota,ND,Jul 2013,2013,78.95,1.96,internetAtHome,Household reference person
North Dakota,ND,Jul 2015,2015,71.33,2.49,internetAtHome,Household reference person
North Dakota,ND,Nov 2017,2017,77.56,2.7,internetAtHome,Household reference person
North Dakota,ND,Nov 2019,2019,79.55,1.54,internetAtHome,Household reference person
North Dakota,ND,Nov 2021,2021,78.46,2.14,internetAtHome,Household reference person
North Dakota,ND,Nov 2023,2023,88.18,1.26,internetAtHome,Household reference person
Ohio,OH,Dec 1998,1998,24.59,1.03,internetAtHome,Household reference person
Ohio,OH,Aug 2000,2000,40.68,1.2,internetAtHome,Household reference person
Ohio,OH,Sep 2001,2001,50.86,1.22,internetAtHome,Household reference person
Ohio,OH,Oct 2003,2003,52.43,1.26,internetAtHome,Household reference person
Ohio,OH,Oct 2007,2007,58.6,1.27,internetAtHome,Household reference person
Ohio,OH,Oct 2009,2009,66.85,1.21,internetAtHome,Household reference person
Ohio,OH,Oct 2010,2010,67.47,1.2,internetAtHome,Household reference person
Ohio,OH,Jul 2011,2011,68.52,1.7,internetAtHome,Household reference person
Ohio,OH,Oct 2012,2012,71.28,1.38,internetAtHome,Household reference person
Ohio,OH,Jul 2013,2013,74.02,1.28,internetAtHome,Household reference person
Ohio,OH,Jul 2015,2015,71.25,1.27,internetAtHome,Household reference person
Ohio,OH,Nov 2017,2017,76.45,1.18,internetAtHome,Household reference person
Ohio,OH,Nov 2019,2019,78.07,1.31,internetAtHome,Household reference person
Ohio,OH,Nov 2021,2021,80.29,1.26,internetAtHome,Household reference person
Ohio,OH,Nov 2023,2023,82.99,1.1,internetAtHome,Household reference person
Oklahoma,OK,Dec 1998,1998,20.96,1.52,internetAtHome,Household reference person
Oklahoma,OK,Aug 2000,2000,34.26,1.77,internetAtHome,Household reference person
Oklahoma,OK,Sep 2001,2001,43.64,1.76,internetAtHome,Household reference person
Oklahoma,OK,Oct 2003,2003,48.32,1.96,internetAtHome,Household reference person
Oklahoma,OK,Oct 2007,2007,53.4,1.91,internetAtHome,Household reference person
Oklahoma,OK,Oct 2009,2009,60.65,1.86,internetAtHome,Household reference person
Oklahoma,OK,Oct 2010,2010,66.2,1.85,internetAtHome,Household reference person
Oklahoma,OK,Jul 2011,2011,65.88,2.94,internetAtHome,Household reference person
Oklahoma,OK,Oct 2012,2012,71.2,2.88,internetAtHome,Household reference person
Oklahoma,OK,Jul 2013,2013,64.13,3.47,internetAtHome,Household reference person
Oklahoma,OK,Jul 2015,2015,66.78,1.67,internetAtHome,Household reference person
Oklahoma,OK,Nov 2017,2017,76.38,2.07,internetAtHome,Household reference person
Oklahoma,OK,Nov 2019,2019,80.73,1.55,internetAtHome,Household reference person
Oklahoma,OK,Nov 2021,2021,80.17,1.63,internetAtHome,Household reference person
Oklahoma,OK,Nov 2023,2023,87.27,1.61,internetAtHome,Household reference person
Oregon,OR,Dec 1998,1998,32.65,1.93,internetAtHome,Household reference person
Oregon,OR,Aug 2000,2000,50.75,2.1,internetAtHome,Household reference person
Oregon,OR,Sep 2001,2001,57.84,1.66,internetAtHome,Household reference person
Oregon,OR,Oct 2003,2003,61.09,1.63,internetAtHome,Household reference person
Oregon,OR,Oct 2007,2007,68.22,1.7,internetAtHome,Household reference person
Oregon,OR,Oct 2009,2009,76.0,1.5,internetAtHome,Household reference person
Oregon,OR,Oct 2010,2010,78.31,1.46,internetAtHome,Household reference person
Oregon,OR,Jul 2011,2011,78.53,1.58,internetAtHome,Household reference person
Oregon,OR,Oct 2012,2012,84.82,2.01,internetAtHome,Household reference person
Oregon,OR,Jul 2013,2013,82.09,2.96,internetAtHome,Household reference person
Oregon,OR,Jul 2015,2015,79.16,1.68,internetAtHome,Household reference person
Oregon,OR,Nov 2017,2017,83.07,2.11,internetAtHome,Household reference person
Oregon,OR,Nov 2019,2019,86.15,2.01,internetAtHome,Household reference person
Oregon,OR,Nov 2021,2021,89.48,1.55,internetAtHome,Household reference person
Oregon,OR,Nov 2023,2023,90.06,1.55,internetAtHome,Household reference person
Pennsylvania,PA,Dec 1998,1998,24.81,0.97,internetAtHome,Household reference person
Pennsylvania,PA,Aug 2000,2000,39.96,1.12,internetAtHome,Household reference person
Pennsylvania,PA,Sep 2001,2001,48.73,1.13,internetAtHome,Household reference person
Pennsylvania,PA,Oct 2003,2003,54.72,1.13,internetAtHome,Household reference person
Pennsylvania,PA,Oct 2007,2007,60.06,1.2,internetAtHome,Household reference person
Pennsylvania,PA,Oct 2009,2009,67.31,1.14,internetAtHome,Household reference person
Pennsylvania,PA,Oct 2010,2010,70.21,1.12,internetAtHome,Household reference person
Pennsylvania,PA,Jul 2011,2011,69.72,1.09,internetAtHome,Household reference person
Pennsylvania,PA,Oct 2012,2012,74.44,1.03,internetAtHome,Household reference person
Pennsylvania,PA,Jul 2013,2013,73.65,1.36,internetAtHome,Household reference person
Pennsylvania,PA,Jul 2015,2015,69.69,1.83,internetAtHome,Household reference person
Pennsylvania,PA,Nov 2017,2017,73.47,1.36,internetAtHome,Household reference person
Pennsylvania,PA,Nov 2019,2019,76.33,1.56,internetAtHome,Household reference person
Pennsylvania,PA,Nov 2021,2021,76.85,1.75,internetAtHome,Household reference person
Pennsylvania,PA,Nov 2023,2023,82.35,1.68,internetAtHome,Household reference person
Rhode Island,RI,Dec 1998,1998,27.08,1.94,internetAtHome,Household reference person
Rhode Island,RI,Aug 2000,2000,38.85,2.14,internetAtHome,Household reference person
Rhode Island,RI,Sep 2001,2001,52.79,1.56,internetAtHome,Household reference person
Rhode Island,RI,Oct 2003,2003,55.71,1.56,internetAtHome,Household reference person
Rhode Island,RI,Oct 2007,2007,66.13,1.54,internetAtHome,Household reference person
Rhode Island,RI,Oct 2009,2009,71.57,1.45,internetAtHome,Household reference person
Rhode Island,RI,Oct 2010,2010,72.08,1.44,internetAtHome,Household reference person
Rhode Island,RI,Jul 2011,2011,73.38,1.56,internetAtHome,Household reference person
Rhode Island,RI,Oct 2012,2012,76.47,1.46,internetAtHome,Household reference person
Rhode Island,RI,Jul 2013,2013,75.47,1.76,internetAtHome,Household reference person
Rhode Island,RI,Jul 2015,2015,79.0,1.97,internetAtHome,Household reference person
Rhode Island,RI,Nov 2017,2017,80.36,2.07,internetAtHome,Household reference person
Rhode Island,RI,Nov 2019,2019,82.06,1.81,internetAtHome,Household reference person
Rhode Island,RI,Nov 2021,2021,85.26,1.91,internetAtHome,Household reference person
Rhode Island,RI,Nov 2023,2023,85.77,1.86,internetAtHome,Household reference person
South Carolina,SC,Dec 1998,1998,21.36,1.74,internetAtHome,Household reference person
South Carolina,SC,Aug 2000,2000,32.22,2.08,internetAtHome,Household reference person
South Carolina,SC,Sep 2001,2001,44.86,1.92,internetAtHome,Household reference person
South Carolina,SC,Oct 2003,2003,45.93,1.91,internetAtHome,Household reference person
South Carolina,SC,Oct 2007,2007,54.84,1.85,internetAtHome,Household reference person
South Carolina,SC,Oct 2009,2009,58.26,1.85,internetAtHome,Household reference person
South Carolina,SC,Oct 2010,2010,63.77,1.78,internetAtHome,Household reference person
South Carolina,SC,Jul 2011,2011,64.73,1.7,internetAtHome,Household reference person
South Carolina,SC,Oct 2012,2012,69.04,1.31,internetAtHome,Household reference person
South Carolina,SC,Jul 2013,2013,64.65,2.21,internetAtHome,Household reference person
South Carolina,SC,Jul 2015,2015,72.48,1.71,internetAtHome,Household reference person
South Carolina,SC,Nov 2017,2017,76.56,1.28,internetAtHome,Household reference person
South Carolina,SC,Nov 2019,2019,81.85,1.75,internetAtHome,Household reference person
South Carolina,SC,Nov 2021,2021,80.75,1.38,internetAtHome,Household reference person
South Carolina,SC,Nov 2023,2023,86.78,1.46,internetAtHome,Household reference person
South Dakota,SD,Dec 1998,1998,23.97,1.72,internetAtHome,Household reference person
South Dakota,SD,Aug 2000,2000,37.74,1.91,internetAtHome,Household reference person
South Dakota,SD,Sep 2001,2001,47.75,1.67,internetAtHome,Household reference person
South Dakota,SD,Oct 2003,2003,53.68,1.73,internetAtHome,Household reference person
South Dakota,SD,Oct 2007,2007,61.02,1.68,internetAtHome,Household reference person
South Dakota,SD,Oct 2009,2009,65.49,1.64,internetAtHome,Household reference person
South Dakota,SD,Oct 2010,2010,69.04,1.6,internetAtHome,Household reference person
South Dakota,SD,Jul 2011,2011,71.03,1.87,internetAtHome,Household reference person
South Dakota,SD,Oct 2012,2012,73.99,1.79,internetAtHome,Household reference person
South Dakota,SD,Jul 2013,2013,74.19,1.65,internetAtHome,Household reference person
South Dakota,SD,Jul 2015,2015,69.29,1.51,internetAtHome,Household reference person
South Dakota,SD,Nov 2017,2017,71.85,2.15,internetAtHome,Household reference person
South Dakota,SD,Nov 2019,2019,80.06,1.45,internetAtHome,Household reference person
South Dakota,SD,Nov 2021,2021,84.19,1.73,internetAtHome,Household reference person
South Dakota,SD,Nov 2023,2023,86.37,1.9,internetAtHome,Household reference person
Tennessee,TN,Dec 1998,1998,21.45,1.67,internetAtHome,Household reference person
Tennessee,TN,Aug 2000,2000,36.52,1.9,internetAtHome,Household reference person
Tennessee,TN,Sep 2001,2001,44.96,1.91,internetAtHome,Household reference person
Tennessee,TN,Oct 2003,2003,49.04,1.9,internetAtHome,Household reference person
Tennessee,TN,Oct 2007,2007,53.73,1.81,internetAtHome,Household reference person
Tennessee,TN,Oct 2009,2009,62.33,1.76,internetAtHome,Household reference person
Tennessee,TN,Oct 2010,2010,63.29,1.77,internetAtHome,Household reference person
Tennessee,TN,Jul 2011,2011,63.53,1.97,internetAtHome,Household reference person
Tennessee,TN,Oct 2012,2012,68.51,2.3,internetAtHome,Household reference person
Tennessee,TN,Jul 2013,2013,65.79,2.3,internetAtHome,Household reference person
Tennessee,TN,Jul 2015,2015,67.38,1.56,internetAtHome,Household reference person
Tennessee,TN,Nov 2017,2017,72.43,1.59,internetAtHome,Household reference person
Tennessee,TN,Nov 2019,2019,75.81,1.53,internetAtHome,Household reference person
Tennessee,TN,Nov 2021,2021,78.79,1.37,internetAtHome,Household reference person
Tennessee,TN,Nov 2023,2023,80.35,1.55,internetAtHome,Household reference person
Texas,TX,Dec 1998,1998,24.55,0.9,internetAtHome,Household reference person
Texas,TX,Aug 2000,2000,38.16,1.04,internetAtHome,Household reference person
Texas,TX,Sep 2001,2001,47.38,1.07,internetAtHome,Household reference person
Texas,TX,Oct 2003,2003,51.82,1.06,internetAtHome,Household reference person
Texas,TX,Oct 2007,2007,57.37,0.99,internetAtHome,Household reference person
Texas,TX,Oct 2009,2009,63.93,0.94,internetAtHome,Household reference person
Texas,TX,Oct 2010,2010,69.51,0.9,internetAtHome,Household reference person
Texas,TX,Jul 2011,2011,67.19,0.95,internetAtHome,Household reference person
Texas,TX,Oct 2012,2012,69.72,1.03,internetAtHome,Household reference person
Texas,TX,Jul 2013,2013,71.81,1.13,internetAtHome,Household reference person
Texas,TX,Jul 2015,2015,71.33,1.2,internetAtHome,Household reference person
Texas,TX,Nov 2017,2017,76.61,0.94,internetAtHome,Household reference person
Texas,TX,Nov 2019,2019,79.3,0.99,internetAtHome,Household reference person
Texas,TX,Nov 2021,2021,79.16,1.3,internetAtHome,Household reference person
Texas,TX,Nov 2023,2023,87.09,0.83,internetAtHome,Household reference person
Utah,UT,Dec 1998,1998,35.94,2.02,internetAtHome,Household reference person
Utah,UT,Aug 2000,2000,48.42,2.1,internetAtHome,Household reference person
Utah,UT,Sep 2001,2001,54.11,1.95,internetAtHome,Household reference person
Utah,UT,Oct 2003,2003,62.64,1.89,internetAtHome,Household reference person
Utah,UT,Oct 2007,2007,69.35,1.93,internetAtHome,Household reference person
Utah,UT,Oct 2009,2009,77.86,1.78,internetAtHome,Household reference person
Utah,UT,Oct 2010,2010,82.31,1.62,internetAtHome,Household reference person
Utah,UT,Jul 2011,2011,78.74,1.9,internetAtHome,Household reference person
Utah,UT,Oct 2012,2012,82.49,2.25,internetAtHome,Household reference person
Utah,UT,Jul 2013,2013,79.93,2.5,internetAtHome,Household reference person
Utah,UT,Jul 2015,2015,79.56,1.8,internetAtHome,Household reference person
Utah,UT,Nov 2017,2017,84.47,1.42,internetAtHome,Household reference person
Utah,UT,Nov 2019,2019,87.62,1.19,internetAtHome,Household reference person
Utah,UT,Nov 2021,2021,84.28,1.97,internetAtHome,Household reference person
Utah,UT,Nov 2023,2023,86.84,1.63,internetAtHome,Household reference person
Vermont,VT,Dec 1998,1998,31.92,2.08,internetAtHome,Household reference person
Vermont,VT,Aug 2000,2000,46.63,2.36,internetAtHome,Household reference person
Vermont,VT,Sep 2001,2001,53.21,1.73,internetAtHome,Household reference person
Vermont,VT,Oct 2003,2003,58.01,1.69,internetAtHome,Household reference person
Vermont,VT,Oct 2007,2007,70.26,1.63,internetAtHome,Household reference person
Vermont,VT,Oct 2009,2009,70.8,1.54,internetAtHome,Household reference person
Vermont,VT,Oct 2010,2010,74.69,1.51,internetAtHome,Household reference person
Vermont,VT,Jul 2011,2011,74.27,1.56,internetAtHome,Household reference person
Vermont,VT,Oct 2012,2012,80.13,1.52,internetAtHome,Household reference person
Vermont,VT,Jul 2013,2013,78.36,1.59,internetAtHome,Household reference person
Vermont,VT,Jul 2015,2015,81.24,1.6,internetAtHome,Household reference person
Vermont,VT,Nov 2017,2017,79.51,1.63,internetAtHome,Household reference person
Vermont,VT,Nov 2019,2019,80.59,1.71,internetAtHome,Household reference person
Vermont,VT,Nov 2021,2021,86.09,1.28,internetAtHome,Household reference person
Vermont,VT,Nov 2023,2023,84.05,1.92,internetAtHome,Household reference person
Virginia,VA,Dec 1998,1998,28.67,1.66,internetAtHome,Household reference person
Virginia,VA,Aug 2000,2000,44.7,1.8,internetAtHome,Household reference person
Virginia,VA,Sep 2001,2001,55.39,1.61,internetAtHome,Household reference person
Virginia,VA,Oct 2003,2003,60.41,1.66,internetAtHome,Household reference person
Virginia,VA,Oct 2007,2007,68.11,1.4,internetAtHome,Household reference person
Virginia,VA,Oct 2009,2009,71.02,1.38,internetAtHome,Household reference person
Virginia,VA,Oct 2010,2010,72.99,1.36,internetAtHome,Household reference person
Virginia,VA,Jul 2011,2011,70.79,1.33,internetAtHome,Household reference person
Virginia,VA,Oct 2012,2012,73.82,1.3,internetAtHome,Household reference person
Virginia,VA,Jul 2013,2013,79.03,1.73,internetAtHome,Household reference person
Virginia,VA,Jul 2015,2015,76.42,1.51,internetAtHome,Household reference person
Virginia,VA,Nov 2017,2017,82.16,1.57,internetAtHome,Household reference person
Virginia,VA,Nov 2019,2019,82.99,1.3,internetAtHome,Household reference person
Virginia,VA,Nov 2021,2021,82.43,1.55,internetAtHome,Household reference person
Virginia,VA,Nov 2023,2023,86.06,1.39,internetAtHome,Household reference person
Washington,WA,Dec 1998,1998,37.06,1.93,internetAtHome,Household reference person
